Wind speed,Cloud cover,Air themperature,Humidity,Duration (For),SourceHeight,Tank Diameter,Tank length,Liquid level,Opening diameter,Chemical,Mesurement Heigth,Wind is from,type of failure,Building,Ground roughtness,Source,Tank Diameter (meters),Tank Type,Stored Themperature,Opening Diameter (inches),Height of the Tank opening,Ground type,Source strength,Leak through,Stored
4.0,9.0,29.0,84.0,44.0,41.42,9.6,8.9,1.0,2.6,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,9.6,Sphere,29.0,2.6,9,Concrete,cubic meters,Hole,Liquid
4.0,3.0,29.0,80.0,15.0,75.48,6.9,2.7,77.0,2.79,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,6.9,vertical,29.0,2.79,5,Concrete,cubic meters,Hole,Liquid
4.0,9.0,33.0,78.0,47.0,89.61,7.6,7.4,88.0,2.5,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,7.6,vertical,33.0,2.5,1,Concrete,cubic meters,pipe/valve,Liquid
5.0,7.0,33.0,78.0,44.0,82.33,6.8,6.8,13.0,0.83,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Continue,6.8,vertical,33.0,0.83,2,Concrete,cubic meters,pipe/valve,Liquid
6.0,7.0,22.0,87.0,25.0,65.63,7.9,4.0,25.0,1.8,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Continue,7.9,Sphere,22.0,1.8,9,Concrete,cubic meters,Hole,Liquid
4.0,8.0,19.0,85.0,52.0,29.51,0.8,9.7,80.0,2.62,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,0.8,Sphere,19.0,2.62,9,Concrete,cubic meters,pipe/valve,Liquid
4.0,4.0,34.0,85.0,39.0,70.24,4.2,1.0,24.0,1.25,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,4.2,vertical,34.0,1.25,9,Concrete,cubic meters,Hole,Liquid
4.0,2.0,28.0,84.0,28.0,63.36,2.3,6.9,36.0,2.39,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Continue,2.3,Sphere,28.0,2.39,8,Concrete,cubic meters,pipe/valve,Liquid
6.0,5.0,18.0,85.0,32.0,18.43,5.8,8.9,34.0,2.96,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Continue,5.8,vertical,18.0,2.96,11,Concrete,cubic meters,Hole,Liquid
5.0,5.0,30.0,81.0,28.0,48.98,2.3,1.7,35.0,1.1,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Continue,2.3,Sphere,30.0,1.1,10,Concrete,cubic meters,pipe/valve,Liquid
4.0,8.0,27.0,81.0,34.0,74.25,5.8,3.3,0.0,1.09,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,5.8,Horizontal,27.0,1.09,11,Concrete,cubic meters,Hole,Liquid
3.0,6.0,22.0,86.0,1.0,14.57,9.4,6.8,95.0,1.83,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Continue,9.4,Horizontal,22.0,1.83,0,Concrete,cubic meters,Hole,Liquid
4.0,4.0,24.0,79.0,42.0,55.52,9.0,6.4,53.0,1.05,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Continue,9.0,vertical,24.0,1.05,2,Concrete,cubic meters,pipe/valve,Liquid
4.0,1.0,27.0,84.0,23.0,35.46,1.2,9.1,55.0,2.67,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Continue,1.2,vertical,27.0,2.67,3,Concrete,cubic meters,pipe/valve,Liquid
3.0,2.0,27.0,87.0,31.0,86.47,10.0,7.3,78.0,1.65,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Instantaneous,10.0,Horizontal,27.0,1.65,10,Concrete,cubic meters,Hole,Liquid
4.0,9.0,28.0,79.0,17.0,19.42,4.6,5.6,75.0,1.73,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,4.6,Horizontal,28.0,1.73,11,Concrete,cubic meters,pipe/valve,Liquid
4.0,4.0,25.0,79.0,33.0,85.12,8.6,9.9,9.0,2.77,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,8.6,Horizontal,25.0,2.77,3,Concrete,cubic meters,pipe/valve,Liquid
6.0,4.0,34.0,83.0,10.0,60.65,2.3,9.2,33.0,1.34,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,2.3,vertical,34.0,1.34,7,Concrete,cubic meters,pipe/valve,Liquid
6.0,6.0,23.0,82.0,22.0,82.9,7.3,8.1,18.0,1.32,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,7.3,vertical,23.0,1.32,5,Concrete,cubic meters,pipe/valve,Liquid
6.0,7.0,25.0,85.0,47.0,83.03,1.1,8.6,44.0,2.17,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,1.1,Sphere,25.0,2.17,4,Concrete,cubic meters,pipe/valve,Liquid
5.0,9.0,25.0,82.0,17.0,33.98,5.5,2.3,43.0,2.47,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,5.5,Horizontal,25.0,2.47,7,Concrete,cubic meters,Hole,Liquid
4.0,0.0,24.0,82.0,56.0,43.23,9.8,4.9,56.0,2.92,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Instantaneous,9.8,Horizontal,24.0,2.92,1,Concrete,cubic meters,pipe/valve,Liquid
5.0,8.0,29.0,84.0,20.0,37.03,7.1,3.3,18.0,2.56,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Instantaneous,7.1,Sphere,29.0,2.56,10,Concrete,cubic meters,Hole,Liquid
3.0,8.0,32.0,82.0,18.0,73.42,3.4,8.4,51.0,2.68,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Continue,3.4,Sphere,32.0,2.68,3,Concrete,cubic meters,Hole,Liquid
5.0,3.0,28.0,83.0,28.0,67.8,4.1,1.7,38.0,2.81,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,4.1,vertical,28.0,2.81,6,Concrete,cubic meters,pipe/valve,Liquid
5.0,1.0,22.0,80.0,9.0,14.93,8.8,2.4,25.0,1.15,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,8.8,Sphere,22.0,1.15,6,Concrete,cubic meters,Hole,Liquid
5.0,4.0,19.0,79.0,59.0,83.46,4.2,9.5,41.0,1.95,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,4.2,vertical,19.0,1.95,7,Concrete,cubic meters,pipe/valve,Liquid
6.0,2.0,34.0,85.0,29.0,16.51,3.3,2.2,76.0,2.38,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,3.3,vertical,34.0,2.38,1,Concrete,cubic meters,pipe/valve,Liquid
3.0,6.0,28.0,85.0,14.0,93.23,1.6,8.2,37.0,2.31,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,1.6,vertical,28.0,2.31,2,Concrete,cubic meters,pipe/valve,Liquid
5.0,3.0,21.0,82.0,58.0,5.96,0.9,9.0,18.0,0.97,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,0.9,vertical,21.0,0.97,1,Concrete,cubic meters,Hole,Liquid
3.0,7.0,33.0,84.0,8.0,69.87,6.5,5.1,60.0,2.49,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,6.5,Horizontal,33.0,2.49,10,Concrete,cubic meters,pipe/valve,Liquid
3.0,5.0,25.0,82.0,41.0,10.6,2.0,4.6,27.0,2.28,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,2.0,Sphere,25.0,2.28,8,Concrete,cubic meters,Hole,Liquid
3.0,8.0,21.0,83.0,7.0,50.03,9.9,1.1,21.0,1.77,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,9.9,Horizontal,21.0,1.77,5,Concrete,cubic meters,Hole,Liquid
5.0,6.0,34.0,84.0,51.0,22.48,9.7,7.2,2.0,2.86,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Instantaneous,9.7,Sphere,34.0,2.86,11,Concrete,cubic meters,Hole,Liquid
5.0,2.0,34.0,86.0,5.0,99.8,3.2,6.1,76.0,0.84,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,3.2,vertical,34.0,0.84,3,Concrete,cubic meters,pipe/valve,Liquid
3.0,5.0,27.0,85.0,4.0,6.42,8.4,2.0,85.0,1.93,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,8.4,vertical,27.0,1.93,6,Concrete,cubic meters,pipe/valve,Liquid
3.0,2.0,20.0,82.0,51.0,3.57,0.6,3.4,75.0,1.53,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,0.6,Horizontal,20.0,1.53,9,Concrete,cubic meters,Hole,Liquid
4.0,5.0,28.0,80.0,46.0,75.17,1.4,7.0,79.0,1.85,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Continue,1.4,Sphere,28.0,1.85,4,Concrete,cubic meters,pipe/valve,Liquid
3.0,1.0,34.0,82.0,24.0,97.84,0.8,6.0,38.0,1.86,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,0.8,Sphere,34.0,1.86,10,Concrete,cubic meters,Hole,Liquid
4.0,1.0,26.0,86.0,45.0,22.67,2.1,5.7,90.0,2.61,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,2.1,Sphere,26.0,2.61,9,Concrete,cubic meters,pipe/valve,Liquid
4.0,7.0,25.0,86.0,6.0,44.29,2.6,5.3,81.0,2.63,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Continue,2.6,Horizontal,25.0,2.63,0,Concrete,cubic meters,Hole,Liquid
6.0,1.0,18.0,78.0,53.0,99.51,6.0,8.0,49.0,2.6,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Continue,6.0,Sphere,18.0,2.6,1,Concrete,cubic meters,pipe/valve,Liquid
4.0,7.0,35.0,81.0,23.0,21.45,1.1,4.3,19.0,1.58,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,1.1,Sphere,35.0,1.58,8,Concrete,cubic meters,pipe/valve,Liquid
5.0,5.0,19.0,86.0,8.0,70.97,8.3,1.2,11.0,1.84,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,8.3,Horizontal,19.0,1.84,9,Concrete,cubic meters,pipe/valve,Liquid
4.0,9.0,30.0,81.0,43.0,82.56,1.5,7.8,59.0,1.06,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Continue,1.5,Sphere,30.0,1.06,9,Concrete,cubic meters,pipe/valve,Liquid
4.0,4.0,20.0,77.0,8.0,43.84,5.0,7.5,100.0,0.95,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,5.0,Horizontal,20.0,0.95,11,Concrete,cubic meters,Hole,Liquid
5.0,8.0,18.0,85.0,17.0,95.69,0.7,2.7,73.0,2.46,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Continue,0.7,Horizontal,18.0,2.46,6,Concrete,cubic meters,Hole,Liquid
3.0,6.0,23.0,84.0,35.0,78.66,3.4,6.8,21.0,2.86,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Continue,3.4,Sphere,23.0,2.86,10,Concrete,cubic meters,Hole,Liquid
6.0,4.0,34.0,78.0,50.0,76.11,8.7,8.9,13.0,2.4,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,8.7,Sphere,34.0,2.4,11,Concrete,cubic meters,pipe/valve,Liquid
5.0,3.0,22.0,80.0,58.0,52.68,5.4,6.4,84.0,2.12,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,5.4,vertical,22.0,2.12,5,Concrete,cubic meters,Hole,Liquid
6.0,2.0,34.0,81.0,43.0,54.49,3.4,7.4,94.0,1.42,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,3.4,Horizontal,34.0,1.42,11,Concrete,cubic meters,Hole,Liquid
3.0,4.0,23.0,78.0,55.0,55.1,2.7,6.9,54.0,2.57,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,2.7,Horizontal,23.0,2.57,0,Concrete,cubic meters,Hole,Liquid
5.0,7.0,26.0,77.0,7.0,1.5,5.3,5.4,82.0,2.63,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Continue,5.3,Horizontal,26.0,2.63,10,Concrete,cubic meters,Hole,Liquid
5.0,3.0,25.0,82.0,42.0,86.78,2.5,10.0,10.0,1.67,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,2.5,Horizontal,25.0,1.67,6,Concrete,cubic meters,pipe/valve,Liquid
4.0,1.0,21.0,81.0,60.0,48.22,8.3,6.3,47.0,1.02,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,8.3,Horizontal,21.0,1.02,6,Concrete,cubic meters,Hole,Liquid
4.0,10.0,26.0,79.0,18.0,3.97,1.9,1.8,81.0,2.05,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,1.9,Sphere,26.0,2.05,11,Concrete,cubic meters,Hole,Liquid
4.0,2.0,18.0,83.0,13.0,77.37,5.3,6.6,5.0,2.91,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,5.3,vertical,18.0,2.91,1,Concrete,cubic meters,pipe/valve,Liquid
4.0,0.0,22.0,79.0,12.0,87.8,9.1,0.7,98.0,2.94,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,9.1,vertical,22.0,2.94,7,Concrete,cubic meters,pipe/valve,Liquid
6.0,6.0,26.0,79.0,3.0,15.62,4.7,5.6,91.0,1.2,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,4.7,Sphere,26.0,1.2,8,Concrete,cubic meters,pipe/valve,Liquid
5.0,1.0,18.0,86.0,53.0,39.1,2.1,7.6,20.0,2.88,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,2.1,Horizontal,18.0,2.88,10,Concrete,cubic meters,Hole,Liquid
4.0,5.0,29.0,85.0,4.0,13.09,7.8,4.1,48.0,1.12,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,7.8,Horizontal,29.0,1.12,5,Concrete,cubic meters,Hole,Liquid
4.0,9.0,32.0,83.0,14.0,87.24,5.9,9.4,41.0,1.24,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,5.9,vertical,32.0,1.24,7,Concrete,cubic meters,Hole,Liquid
4.0,3.0,23.0,87.0,28.0,96.91,2.7,2.7,17.0,0.88,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,2.7,Sphere,23.0,0.88,3,Concrete,cubic meters,pipe/valve,Liquid
4.0,2.0,21.0,80.0,16.0,55.96,4.9,9.5,92.0,1.33,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Continue,4.9,Sphere,21.0,1.33,9,Concrete,cubic meters,Hole,Liquid
4.0,2.0,26.0,83.0,45.0,1.8,9.2,5.1,34.0,1.68,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,9.2,Sphere,26.0,1.68,0,Concrete,cubic meters,pipe/valve,Liquid
4.0,1.0,32.0,80.0,29.0,17.28,0.6,4.1,1.0,2.94,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,0.6,Sphere,32.0,2.94,6,Concrete,cubic meters,Hole,Liquid
6.0,1.0,29.0,85.0,40.0,9.24,7.9,2.5,36.0,1.59,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,7.9,Horizontal,29.0,1.59,2,Concrete,cubic meters,Hole,Liquid
5.0,4.0,20.0,77.0,29.0,4.24,7.6,4.0,3.0,2.06,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,7.6,Sphere,20.0,2.06,0,Concrete,cubic meters,pipe/valve,Liquid
3.0,10.0,31.0,82.0,28.0,2.09,6.7,7.0,16.0,1.27,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,6.7,vertical,31.0,1.27,5,Concrete,cubic meters,Hole,Liquid
6.0,2.0,34.0,78.0,11.0,92.14,9.5,7.1,26.0,1.38,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Continue,9.5,Sphere,34.0,1.38,5,Concrete,cubic meters,pipe/valve,Liquid
5.0,5.0,27.0,79.0,13.0,49.79,3.5,2.2,24.0,1.04,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,3.5,Horizontal,27.0,1.04,0,Concrete,cubic meters,pipe/valve,Liquid
5.0,7.0,26.0,82.0,22.0,38.09,3.3,4.4,8.0,2.29,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Continue,3.3,vertical,26.0,2.29,1,Concrete,cubic meters,Hole,Liquid
5.0,8.0,26.0,80.0,48.0,64.94,7.7,9.8,9.0,0.88,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,7.7,Horizontal,26.0,0.88,7,Concrete,cubic meters,Hole,Liquid
5.0,0.0,32.0,82.0,2.0,4.65,3.0,5.0,36.0,1.09,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,3.0,vertical,32.0,1.09,4,Concrete,cubic meters,pipe/valve,Liquid
6.0,3.0,23.0,83.0,10.0,76.43,7.0,9.8,78.0,2.54,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,7.0,Sphere,23.0,2.54,6,Concrete,cubic meters,Hole,Liquid
5.0,9.0,30.0,77.0,21.0,98.37,5.7,8.0,53.0,2.99,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,open country,Instantaneous,5.7,vertical,30.0,2.99,0,Concrete,cubic meters,pipe/valve,Liquid
4.0,3.0,29.0,87.0,32.0,25.1,2.9,9.3,44.0,2.68,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,2.9,Horizontal,29.0,2.68,7,Concrete,cubic meters,pipe/valve,Liquid
6.0,8.0,19.0,85.0,57.0,40.34,2.2,6.4,62.0,2.34,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Instantaneous,2.2,Sphere,19.0,2.34,4,Concrete,cubic meters,pipe/valve,Liquid
4.0,10.0,33.0,80.0,56.0,9.8,8.7,9.9,23.0,2.78,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Continue,8.7,Horizontal,33.0,2.78,10,Concrete,cubic meters,Hole,Liquid
4.0,1.0,31.0,83.0,18.0,91.18,7.7,0.5,42.0,2.12,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,7.7,Sphere,31.0,2.12,10,Concrete,cubic meters,Hole,Liquid
5.0,2.0,26.0,79.0,2.0,29.89,1.0,5.8,79.0,2.11,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Continue,1.0,Horizontal,26.0,2.11,2,Concrete,cubic meters,Hole,Liquid
5.0,2.0,23.0,80.0,59.0,60.78,3.7,1.7,56.0,2.27,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Instantaneous,3.7,Sphere,23.0,2.27,0,Concrete,cubic meters,pipe/valve,Liquid
4.0,8.0,27.0,81.0,10.0,19.76,4.1,8.3,97.0,1.41,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Double storied,Urban or forest,Instantaneous,4.1,vertical,27.0,1.41,5,Concrete,cubic meters,Hole,Liquid
3.0,10.0,32.0,81.0,53.0,93.8,4.6,2.4,20.0,2.64,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,4.6,vertical,32.0,2.64,10,Concrete,cubic meters,pipe/valve,Liquid
3.0,1.0,27.0,85.0,27.0,79.26,8.3,5.3,65.0,2.32,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,8.3,Horizontal,27.0,2.32,4,Concrete,cubic meters,Hole,Liquid
5.0,7.0,24.0,78.0,47.0,30.83,5.6,9.9,36.0,2.19,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,open country,Instantaneous,5.6,vertical,24.0,2.19,10,Concrete,cubic meters,Hole,Liquid
5.0,6.0,22.0,84.0,4.0,12.65,8.7,5.5,88.0,1.47,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,8.7,Sphere,22.0,1.47,9,Concrete,cubic meters,Hole,Liquid
6.0,5.0,31.0,82.0,34.0,10.81,2.2,9.7,74.0,1.62,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Continue,2.2,Horizontal,31.0,1.62,10,Concrete,cubic meters,Hole,Liquid
4.0,10.0,23.0,78.0,15.0,53.91,0.6,5.4,27.0,2.41,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,0.6,vertical,23.0,2.41,3,Concrete,cubic meters,Hole,Liquid
5.0,8.0,22.0,81.0,6.0,31.4,8.6,8.3,27.0,2.83,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,8.6,Horizontal,22.0,2.83,0,Concrete,cubic meters,pipe/valve,Liquid
5.0,5.0,29.0,84.0,24.0,42.15,8.2,9.1,29.0,1.37,cyclohexanone,3,NE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,8.2,vertical,29.0,1.37,4,Concrete,cubic meters,Hole,Liquid
4.0,4.0,35.0,84.0,21.0,91.36,9.3,7.7,44.0,2.18,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Continue,9.3,Sphere,35.0,2.18,8,Concrete,cubic meters,pipe/valve,Liquid
4.0,7.0,33.0,78.0,13.0,2.66,0.9,7.8,94.0,1.72,cyclohexanone,3,NNE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,open country,Instantaneous,0.9,Horizontal,33.0,1.72,2,Concrete,cubic meters,pipe/valve,Liquid
5.0,1.0,32.0,86.0,17.0,20.24,8.1,9.6,7.0,1.03,cyclohexanone,3,ENE,"Leaking tank, chemical is burning and forms a pool fire",Single office,Urban or forest,Instantaneous,8.1,Horizontal,32.0,1.03,11,Concrete,cubic meters,pipe/valve,Liquid
4.0,2.0,35.0,79.0,26.0,29.08,9.3,3.7,65.0,1.59,cyclohexanone,3,ESE,"Leaking tank, chemical is burning and forms a pool fire",Enclosed office,Urban or forest,Instantaneous,9.3,Sphere,35.0,1.59,4,Concrete,cubic meters,pipe/valve,Liquid
